units_sold,low_price,high_price,year,month,year_date,is_ev_dummy,body_type,brand,brand_country
467,127.8,176.8,2022,November,2022-11-01,0,SUV,Honda,Japan
465,99.9,153.9,2022,November,2022-11-01,0,SUV,Beijing Auto,China
465,179.8,237.8,2022,November,2022-11-01,0,SUV,Kia,South Korea
459,109.9,129.9,2022,November,2022-11-01,1,SUV,Rayton,China
450,99.8,165.9,2022,November,2022-11-01,0,SUV,Dongfeng Xiaokang,China
447,123.8,149.8,2022,November,2022-11-01,0,SUV,Great Wall,China
441,139.9,199.9,2022,November,2022-11-01,1,Hatchback,JAC Group,China
439,272.8,342.8,2022,November,2022-11-01,1,SUV,Nissan,Japan
414,275.8,463.3,2022,November,2022-11-01,0,SUV,Hongqi,China
411,499.9,613.9,2022,November,2022-11-01,1,Sedan,Volvo,Sweden
410,127.9,175.9,2022,November,2022-11-01,0,SUV,Honda,Japan
405,40.9,55.9,2022,November,2022-11-01,1,Hatchback,Xiaohu,China
404,41.9,68.8,2022,November,2022-11-01,0,NA,Dongfeng Xiaokang,China
402,108.8,136.8,2022,November,2022-11-01,0,SUV,Kia,South Korea
400,426.8,499.9,2022,November,2022-11-01,0,NA,Audi,Germany
386,99.8,138.8,2022,November,2022-11-01,0,SUV,Great Wall,China
383,242.9,252.9,2022,November,2022-11-01,1,SUV,Volkswagen,Germany
379,239.7,253.7,2022,November,2022-11-01,1,SUV,Geely Automobile,China
368,509.8,779.8,2022,November,2022-11-01,1,SUV,Hongqi,China
366,161.8,205.8,2022,November,2022-11-01,0,NA,Kia,South Korea
362,99.8,129.8,2022,November,2022-11-01,0,SUV,MG,China
360,59.9,80.9,2022,November,2022-11-01,0,SUV,Chery,China
352,238.8,283.8,2022,November,2022-11-01,0,SUV,Nissan,Japan
345,139.8,165.8,2022,November,2022-11-01,0,SUV,Lynk & Co,China
329,478.8,646.8,2022,November,2022-11-01,0,MPV,Mercedes-Benz,Germany
310,527.9,603.9,2022,November,2022-11-01,1,SUV,Volvo,Sweden
309,149.8,159.8,2022,November,2022-11-01,1,SUV,Honda,Japan
309,149.9,158.9,2022,November,2022-11-01,0,SUV,Skoda,Czech Republic
308,0,0,2022,November,2022-11-01,0,SUV,Skoda,Czech Republic
304,119.8,142.8,2022,November,2022-11-01,0,MPV,Geely Automobile,China
290,49.9,129.9,2022,November,2022-11-01,0,SUV,Yema,China
288,202.8,272.8,2022,November,2022-11-01,0,SUV,Hyundai,South Korea
288,152.7,229.7,2022,November,2022-11-01,0,SUV,Citroën,France
284,55.9,58.9,2022,November,2022-11-01,1,Hatchback,Jiangling,China
284,252.8,288.8,2022,November,2022-11-01,0,Sedan,Hongqi,China
279,104.9,149.9,2022,November,2022-11-01,0,SUV,Beijing Auto,China
277,295,315,2022,November,2022-11-01,0,NA,Great Wall,China
273,219.9,329.9,2022,November,2022-11-01,0,NA,SAIC Maxus,China
272,513.8,763.8,2022,November,2022-11-01,0,SUV,Lincoln,United States
270,159.7,224.7,2022,November,2022-11-01,0,Sedan,Peugeot,France
267,128.9,159.9,2022,November,2022-11-01,0,Hatchback,Buick,United States
267,199.8,259.8,2022,November,2022-11-01,0,NA,Ford,United States
266,69.8,75.8,2022,November,2022-11-01,0,Hatchback,Yunque,China
263,149.9,173.9,2022,November,2022-11-01,1,MPV,Dongfeng Fengxing,China
251,69.8,140.8,2022,November,2022-11-01,0,Sedan,Venucia,China
246,259.8,359.8,2022,November,2022-11-01,1,MPV,SAIC Group,China
235,437.7,777.7,2022,November,2022-11-01,0,Sedan,Audi,Germany
235,340,446,2022,November,2022-11-01,0,Sedan,Volkswagen,Germany
228,77.8,115.8,2022,November,2022-11-01,0,SUV,Sinotruk VGV,China
224,169.8,248.3,2022,November,2022-11-01,0,SUV,Nissan,Japan
223,186.9,243.9,2022,November,2022-11-01,0,SUV,Skoda,Czech Republic
220,237.9,252.9,2022,November,2022-11-01,1,Sedan,Volkswagen,Germany
218,279.9,419.9,2022,November,2022-11-01,0,NA,SAIC Maxus,China
215,131.8,143.8,2022,November,2022-11-01,0,Sedan,Geely Automobile,China
202,199.8,338.8,2022,November,2022-11-01,1,Sedan,Hozon,China
198,254.9,349.9,2022,November,2022-11-01,0,Sedan,DS,France
194,395.1,399.8,2022,November,2022-11-01,0,Sedan,Mercedes-Benz,Germany
193,392.7,554.2,2022,November,2022-11-01,0,SUV,Cadillac,United States
192,119.8,137.8,2022,November,2022-11-01,0,SUV,Nissan,Japan
192,288.9,339.9,2022,November,2022-11-01,0,MPV,Kia,South Korea
189,162.8,191.8,2022,November,2022-11-01,0,SUV,Kia,South Korea
186,181.9,262.9,2022,November,2022-11-01,0,Sedan,Nissan,Japan
184,85.8,125,2022,November,2022-11-01,1,Hatchback,Xinri,China
174,248.8,296.8,2022,November,2022-11-01,1,SUV,Toyota,Japan
170,109.8,164.8,2022,November,2022-11-01,0,SUV,Ford,United States
170,138.8,169.9,2022,November,2022-11-01,1,SUV,Skywell,China
168,166.8,328.8,2022,November,2022-11-01,1,MPV,Dayun,China
154,109.9,142.9,2022,November,2022-11-01,0,SUV,Bestune,China
152,415.8,445.8,2022,November,2022-11-01,1,SUV,Jaguar,United Kingdom
146,160.1,190.1,2022,November,2022-11-01,1,Sedan,WM Motor,China
144,57.9,73.9,2022,November,2022-11-01,0,Sedan,Changan,China
141,333.8,469.8,2022,November,2022-11-01,0,SUV,Infiniti,Japan
141,49.9,84.9,2022,November,2022-11-01,0,MPV,Changan,China
138,286.6,469.6,2022,November,2022-11-01,1,SUV,GAC Aion,China
137,72.8,96.8,2022,November,2022-11-01,0,Sedan,Hyundai,South Korea
133,261.1,272.1,2022,November,2022-11-01,1,SUV,Volkswagen,Germany
132,395.5,510,2022,November,2022-11-01,1,SUV,Audi,Germany
130,309.8,345.8,2022,November,2022-11-01,1,SUV,Lincoln,United States
127,68.8,73.8,2022,November,2022-11-01,1,Hatchback,Jiangling,China
127,108.8,168.8,2022,November,2022-11-01,0,Sedan,GAC Group,China
127,157.8,172.8,2022,November,2022-11-01,1,SUV,Lynk & Co,China
120,169.9,194.9,2022,November,2022-11-01,0,Hatchback,Skoda,Czech Republic
119,264.8,389.8,2022,November,2022-11-01,0,Sedan,Infiniti,Japan
117,59.9,66.9,2022,November,2022-11-01,0,SUV,Kairay,China
116,139.8,199.8,2022,November,2022-11-01,1,Sedan,Jiangling,China
115,193,223,2022,November,2022-11-01,1,Hatchback,Great Wall,China
113,459.6,630.6,2022,November,2022-11-01,0,SUV,Audi,Germany
111,275.8,374.8,2022,November,2022-11-01,0,SUV,Ford,United States
110,156.6,179.9,2022,November,2022-11-01,1,SUV,Chery,China
108,186.9,275.8,2022,November,2022-11-01,0,MPV,Ford,United States
100,399.9,461.9,2022,November,2022-11-01,1,Sedan,Volvo,Sweden
99,164.7,275.9,2022,November,2022-11-01,0,Sedan,Citroën,France
95,156.8,226.8,2022,November,2022-11-01,0,Sedan,GAC Group,China
94,86.8,112.8,2022,November,2022-11-01,0,SUV,Venucia,China
94,75.8,96.8,2022,November,2022-11-01,0,SUV,SAIC Group,China
92,49.9,79.9,2022,November,2022-11-01,0,MPV,Yema,China
89,113.9,113.9,2022,November,2022-11-01,0,SUV,Citroën,France
88,257,315,2022,November,2022-11-01,1,SUV,Volvo,Sweden
88,508,508,2022,November,2022-11-01,1,Sedan,Audi,Germany
87,267,328,2022,November,2022-11-01,1,NA,Volvo,Sweden
84,409.8,422.8,2022,November,2022-11-01,1,SUV,Jaguar,United Kingdom
83,199.8,208.8,2022,November,2022-11-01,1,MPV,JAC Group,China
82,126.8,130.8,2022,November,2022-11-01,1,NA,Kairay,China
80,151.8,194.8,2022,November,2022-11-01,0,MPV,Volkswagen,Germany
79,61.9,129.9,2022,November,2022-11-01,0,MPV,Southeast,China
78,53.8,60.8,2022,November,2022-11-01,0,MPV,Dongfeng Xiaokang,China
76,137.9,151.9,2022,November,2022-11-01,0,SUV,Sinotruk VGV,China
72,528,585,2022,November,2022-11-01,1,Sedan,Mercedes-Benz,Germany
72,299.8,399.8,2022,November,2022-11-01,0,MPV,SAIC Maxus,China
68,61.9,76.9,2022,November,2022-11-01,0,SUV,Changan,China
66,97.8,112.8,2022,November,2022-11-01,0,Hatchback,Honda,Japan
52,159.8,202.8,2022,November,2022-11-01,1,SUV,SAIC Maxus,China
48,188.8,253.8,2022,November,2022-11-01,0,MPV,SAIC Group,China
48,258.8,299.8,2022,November,2022-11-01,1,SUV,Toyota,Japan
45,39.9,62.4,2022,November,2022-11-01,0,MPV,Kairay,China
41,115.8,159.8,2022,November,2022-11-01,0,NA,SAIC Maxus,China
39,229.9,329.9,2022,November,2022-11-01,0,SUV,DS,France
39,219.9,237.9,2022,November,2022-11-01,1,NA,Aiways,China
36,169.8,189.8,2022,November,2022-11-01,0,NA,Great Wall,China
33,175.9,213.9,2022,November,2022-11-01,0,SUV,Changan,China
32,399.8,619.8,2022,November,2022-11-01,0,SUV,Infiniti,Japan
31,159.8,192.8,2022,November,2022-11-01,1,Sedan,Toyota,Japan
31,145.8,168.8,2022,November,2022-11-01,1,MPV,Geely Automobile,China
29,178.8,189.8,2022,November,2022-11-01,1,SUV,Great Wall,China
28,178.8,203.8,2022,November,2022-11-01,1,Sedan,Hyundai,South Korea
25,175.8,261.8,2022,November,2022-11-01,0,SUV,Lynk & Co,China
25,63.9,75.9,2022,November,2022-11-01,0,SUV,Kaiyi,China
24,258.8,330.8,2022,November,2022-11-01,0,SUV,Mazda,Japan
22,1365.8,1465.8,2022,November,2022-11-01,0,SUV,Hongqi,China
20,99.9,139.9,2022,November,2022-11-01,0,SUV,Southeast,China
20,69.9,99.9,2022,November,2022-11-01,0,SUV,Southeast,China
19,131.9,151.9,2022,November,2022-11-01,1,SUV,Kaiyi,China
18,546.8,648.8,2022,November,2022-11-01,1,SUV,Audi,Germany
17,75.8,140.8,2022,November,2022-11-01,0,Sedan,GAC Group,China
14,51.9,67.9,2022,November,2022-11-01,0,Hatchback,Changan,China
13,133.8,168.8,2022,November,2022-11-01,0,Sedan,Hyundai,South Korea
13,243.8,243.8,2022,November,2022-11-01,1,SUV,Audi,Germany
12,167.8,189.8,2022,November,2022-11-01,1,Sedan,Honda,Japan
12,155.8,169.8,2022,November,2022-11-01,1,SUV,Great Wall,China
11,159.8,201.8,2022,November,2022-11-01,1,SUV,Mazda,Japan
11,192.8,228.8,2022,November,2022-11-01,0,NA,Great Wall,China
10,99.8,139.8,2022,November,2022-11-01,0,SUV,Mitsubishi Motors,Japan
10,79.9,136.9,2022,November,2022-11-01,0,SUV,Haima,China
9,149.8,169.8,2022,November,2022-11-01,1,SUV,Chery,China
9,159.8,186.8,2022,November,2022-11-01,1,SUV,Honda,Japan
9,149.9,169.9,2022,November,2022-11-01,1,MPV,Yema,China
8,129.8,185.8,2022,November,2022-11-01,0,SUV,Mitsubishi Motors,Japan
7,207.8,230.8,2022,November,2022-11-01,1,Sedan,Toyota,Japan
6,160.8,179.8,2022,November,2022-11-01,1,SUV,WM Motor,China
5,69.9,79.9,2022,November,2022-11-01,0,Sedan,Dongfeng Fengxing,China
5,52.9,119.9,2022,November,2022-11-01,0,Sedan,Southeast,China
5,149.9,169.9,2022,November,2022-11-01,0,MPV,Buick,United States
5,199.8,229.8,2022,November,2022-11-01,1,SUV,Mitsubishi Motors,Japan
5,163.8,181.8,2022,November,2022-11-01,1,SUV,Venucia,China
4,259.8,279.8,2022,November,2022-11-01,1,SUV,Hechuang,China
4,197.8,217.8,2022,November,2022-11-01,1,SUV,Buick,United States
3,168.8,228.8,2022,November,2022-11-01,0,SUV,SAIC Group,China
3,273.8,299.8,2022,November,2022-11-01,1,SUV,Honda,Japan
3,129.8,168.8,2022,November,2022-11-01,0,NA,Geely Automobile,China
2,119.9,125.9,2022,November,2022-11-01,0,Hatchback,Buick,United States
2,90.8,116.8,2022,November,2022-11-01,0,Sedan,Ford,United States
1,169.8,239.8,2022,November,2022-11-01,1,SUV,WM Motor,China
1,216.8,246.8,2022,November,2022-11-01,1,SUV,Seres,China
1,328,460,2022,November,2022-11-01,0,SUV,Acura,Japan
1,229.8,349.8,2022,November,2022-11-01,0,SUV,Acura,Japan
1,125.9,155.9,2022,November,2022-11-01,0,SUV,Buick,United States
1,155.9,185.9,2022,November,2022-11-01,0,SUV,Buick,United States
1,136.9,159.9,2022,November,2022-11-01,0,Hatchback,Ch1rolet,United States
1,225.8,253.8,2022,November,2022-11-01,1,SUV,Toyota,Japan
73009,32.8,99.9,2022,December,2022-12-01,1,Hatchback,Wuling Motors,China
50006,154.8,218.8,2022,December,2022-12-01,1,SUV,BYD,China
35750,259.9,359.9,2022,December,2022-12-01,1,SUV,Tesla,United States
35329,127.9,172.9,2022,December,2022-12-01,0,Sedan,Volkswagen,Germany
33887,100.9,150.9,2022,December,2022-12-01,0,Hatchback,Volkswagen,Germany
30043,209.8,331.8,2022,December,2022-12-01,1,Sedan,BYD,China
29468,139.8,167.8,2022,December,2022-12-01,1,SUV,BYD,China
27418,117.9,154.9,2022,December,2022-12-01,0,SUV,Changan,China
26074,116.8,136.8,2022,December,2022-12-01,1,Hatchback,BYD,China
25434,169.8,259.8,2022,December,2022-12-01,0,Sedan,Honda,Japan
24502,99.8,174.9,2022,December,2022-12-01,0,Sedan,Nissan,Japan
23149,99.8,178.8,2022,December,2022-12-01,1,Sedan,BYD,China
21637,169.8,276.8,2022,December,2022-12-01,0,SUV,Honda,Japan
20211,108.9,139.9,2022,December,2022-12-01,0,Hatchback,Changan,China
20165,209.8,342.8,2022,December,2022-12-01,1,SUV,BYD,China
20073,140.8,165.8,2022,December,2022-12-01,1,SUV,BYD,China
20046,229.9,329.9,2022,December,2022-12-01,1,Sedan,Tesla,United States
19397,85.8,99.8,2022,December,2022-12-01,0,SUV,MG,China
19374,67.9,99.9,2022,December,2022-12-01,0,NA,MG,China
19254,129.9,187.9,2022,December,2022-12-01,0,Hatchback,Honda,Japan
18208,109.8,159.8,2022,December,2022-12-01,0,Sedan,Toyota,Japan
16629,98.9,157,2022,December,2022-12-01,0,SUV,Great Wall,China
16525,111.8,152.8,2022,December,2022-12-01,0,Sedan,Toyota,Japan
15937,181.9,252.9,2022,December,2022-12-01,0,Sedan,Volkswagen,Germany
15549,79.9,170.9,2022,December,2022-12-01,0,SUV,Chery,China
15540,299.9,399.9,2022,December,2022-12-01,0,Sedan,BMW,Germany
15523,75.8,119.8,2022,December,2022-12-01,0,SUV,Geely Automobile,China
15378,212.8,289.8,2022,December,2022-12-01,1,Sedan,BYD,China
15331,46,59.9,2022,December,2022-12-01,0,MPV,Wuling Motors,China
15303,154.9,188.9,2022,December,2022-12-01,0,SUV,Nissan,Japan
15056,72.9,103.9,2022,December,2022-12-01,0,Hatchback,Changan,China
14874,325.2,378.1,2022,December,2022-12-01,0,Sedan,Mercedes-Benz,Germany
14311,119.8,202.6,2022,December,2022-12-01,1,SUV,GAC Aion,China
14013,183.8,249.8,2022,December,2022-12-01,0,SUV,Hongqi,China
13954,199,283.8,2022,December,2022-12-01,0,SUV,Volkswagen,Germany
13832,139.8,179.8,2022,December,2022-12-01,0,Sedan,GAC Aion,China
13797,69.9,109.9,2022,December,2022-12-01,0,SUV,Changan,China
13684,43.1,54.5,2022,December,2022-12-01,0,NA,Wuling Motors,China
13572,125.7,170.7,2022,December,2022-12-01,0,SUV,Geely Automobile,China
13497,321.8,399.8,2022,December,2022-12-01,0,Sedan,Audi,Germany
13290,92.9,125.9,2022,December,2022-12-01,0,SUV,Changan,China
13210,175.8,260.8,2022,December,2022-12-01,0,SUV,Toyota,Japan
13117,69.9,129.8,2022,December,2022-12-01,0,Hatchback,Geely Automobile,China
12885,98.8,157,2022,December,2022-12-01,0,Sedan,Volkswagen,Germany
12468,49.9,69.9,2022,December,2022-12-01,1,Hatchback,Changan,China
12372,396.8,488.8,2022,December,2022-12-01,0,SUV,Audi,Germany
12225,150.9,190.9,2022,December,2022-12-01,0,Hatchback,Volkswagen,Germany
11650,171.9,699.9,2022,December,2022-12-01,0,NA,Shenlan,China
11634,436.5,562.5,2022,December,2022-12-01,0,Sedan,BMW,Germany
11570,209.9,309.9,2022,December,2022-12-01,0,SUV,Buick,United States
11403,69.9,101.9,2022,December,2022-12-01,0,SUV,Chery,China
11354,125.8,169.8,2022,December,2022-12-01,0,SUV,Toyota,Japan
11337,299,403,2022,December,2022-12-01,1,Hatchback,Zeekr,China
10615,279.7,360.7,2022,December,2022-12-01,0,Sedan,Cadillac,United States
10582,459.8,459.8,2022,December,2022-12-01,1,SUV,Li Auto,China
10411,179.8,269.8,2022,December,2022-12-01,0,Sedan,Nissan,Japan
10388,113.7,152.7,2022,December,2022-12-01,0,Sedan,Geely Automobile,China
10363,137.2,185.2,2022,December,2022-12-01,0,SUV,Geely Automobile,China
10189,339.8,399.8,2022,December,2022-12-01,1,SUV,Li Auto,China
10139,186.9,309.9,2022,December,2022-12-01,0,Sedan,Volkswagen,Germany
9908,419.8,656.8,2022,December,2022-12-01,0,Sedan,Audi,Germany
9813,95.8,168.9,2022,December,2022-12-01,0,SUV,Chery,China
9793,129.8,186.8,2022,December,2022-12-01,0,NA,MG,China
9780,173.8,264.8,2022,December,2022-12-01,0,SUV,Toyota,Japan
9571,436.8,569.5,2022,December,2022-12-01,0,Sedan,Mercedes-Benz,Germany
9425,232.9,533.9,2022,December,2022-12-01,0,MPV,Buick,United States
9340,179.8,269.8,2022,December,2022-12-01,0,Sedan,Toyota,Japan
9331,67.8,82.8,2022,December,2022-12-01,1,Hatchback,Wuling Motors,China
9209,196.8,249.8,2022,December,2022-12-01,0,Sedan,Buick,United States
9165,129.8,169.8,2022,December,2022-12-01,0,SUV,Toyota,Japan
9012,158.6,216.6,2022,December,2022-12-01,0,SUV,Volkswagen,Germany
9005,198.8,302.8,2022,December,2022-12-01,0,SUV,Great Wall,China
8971,179.8,369.8,2022,December,2022-12-01,0,MPV,GAC Group,China
8961,406.3,473.9,2022,December,2022-12-01,0,SUV,Mercedes-Benz,Germany
8930,94.9,108.9,2022,December,2022-12-01,0,Sedan,Ch1rolet,United States
8840,129.9,171.9,2022,December,2022-12-01,1,Sedan,Beijing Auto,China
8773,399.6,486.9,2022,December,2022-12-01,0,SUV,BMW,Germany
8737,158.9,204.9,2022,December,2022-12-01,0,SUV,Volkswagen,Germany
8465,129.8,155.8,2022,December,2022-12-01,0,SUV,Hyundai,South Korea
8408,69.9,109.9,2022,December,2022-12-01,0,SUV,Changan,China
8407,129.8,229.8,2022,December,2022-12-01,0,Hatchback,Volkswagen,Germany
8129,99.8,141.8,2022,December,2022-12-01,0,Hatchback,Hyundai,South Korea
8051,332.7,452.7,2022,December,2022-12-01,0,SUV,Cadillac,United States
7850,612,789,2022,December,2022-12-01,0,SUV,BMW,Germany
7844,68.8,109.8,2022,December,2022-12-01,0,SUV,Wuling Motors,China
7837,85.8,103.8,2022,December,2022-12-01,0,Hatchback,Toyota,Japan
7760,119.9,167.9,2022,December,2022-12-01,0,SUV,Great Wall,China
7739,87.9,112.8,2022,December,2022-12-01,0,Hatchback,Volkswagen,Germany
7636,89.8,131.8,2022,December,2022-12-01,0,SUV,GAC Group,China
7594,328,386,2022,December,2022-12-01,1,Hatchback,NIO,China
7546,55.7,71.7,2022,December,2022-12-01,0,NA,Dongfeng,China
7473,99.9,137.9,2022,December,2022-12-01,0,SUV,Changan,China
7442,86.9,149.9,2022,December,2022-12-01,0,SUV,Chery,China
7368,142.8,153.8,2022,December,2022-12-01,1,Sedan,Dongfeng,China
7272,373.9,474.9,2022,December,2022-12-01,0,SUV,Volvo,Sweden
7244,99.9,122.9,2022,December,2022-12-01,0,Sedan,Changan,China
7227,136.8,256.8,2022,December,2022-12-01,0,Sedan,Lynk & Co,China
7115,179.9,255.9,2022,December,2022-12-01,0,Sedan,Honda,Japan
6993,49.9,69.9,2022,December,2022-12-01,0,SUV,Chery,China
6897,129.9,186.9,2022,December,2022-12-01,0,Hatchback,Honda,Japan
6859,145.8,190.8,2022,December,2022-12-01,0,NA,Hongqi,China
6819,79.9,133.9,2022,December,2022-12-01,0,SUV,Changan,China
6791,169.8,252.8,2022,December,2022-12-01,0,SUV,Honda,Japan
6756,295,405,2022,December,2022-12-01,0,SUV,Volkswagen,Germany
6753,64.9,98.9,2022,December,2022-12-01,0,Sedan,Dongfeng,China
6720,268.8,348.8,2022,December,2022-12-01,0,SUV,Toyota,Japan
6675,159.8,225.8,2022,December,2022-12-01,0,Sedan,Hongqi,China
6573,115.9,149.9,2022,December,2022-12-01,0,SUV,Changan,China
6545,99.8,139.8,2022,December,2022-12-01,0,SUV,JAC Group,China
6423,199.8,289.8,2022,December,2022-12-01,0,Sedan,Toyota,Japan
6418,129.8,178.8,2022,December,2022-12-01,1,Sedan,Venucia,China
6338,279.8,343.8,2022,December,2022-12-01,0,SUV,BMW,Germany
6308,118.6,139.8,2022,December,2022-12-01,0,SUV,Lynk & Co,China
6223,259.8,331.8,2022,December,2022-12-01,1,SUV,Seres,China
6119,59.9,85.8,2022,December,2022-12-01,0,Sedan,Chery,China
6107,121.8,157.8,2022,December,2022-12-01,1,Sedan,BYD,China
6002,329.8,459.8,2022,December,2022-12-01,1,MPV,Byton,China
6001,78.9,112.9,2022,December,2022-12-01,0,SUV,Great Wall,China
5887,89.8,149.8,2022,December,2022-12-01,1,Sedan,Rayton,China
5701,53.8,80.8,2022,December,2022-12-01,0,SUV,Wuling Motors,China
5694,109.8,169.8,2022,December,2022-12-01,0,SUV,MG,China
5659,159.8,218.8,2022,December,2022-12-01,0,Sedan,Ford,United States
5499,119.8,169.8,2022,December,2022-12-01,0,SUV,GAC Group,China
5496,128.9,159.9,2022,December,2022-12-01,0,Hatchback,Buick,United States
5492,122.8,239.8,2022,December,2022-12-01,1,Sedan,Hongqi,China
5368,54.7,74.7,2022,December,2022-12-01,0,SUV,Dongfeng,China
5305,126.8,207.8,2022,December,2022-12-01,0,NA,Geometry,China
5296,309.8,411.8,2022,December,2022-12-01,0,MPV,Toyota,Japan
5286,278.8,326.2,2022,December,2022-12-01,0,SUV,Audi,Germany
5168,56.8,86.8,2022,December,2022-12-01,0,SUV,Wuling Motors,China
5122,50.9,57.6,2022,December,2022-12-01,0,NA,Wuling Motors,China
5079,79.8,109.8,2022,December,2022-12-01,0,Sedan,Geely Automobile,China
5046,81.8,108.8,2022,December,2022-12-01,0,Hatchback,Honda,Japan
5026,108.9,132.9,2022,December,2022-12-01,0,Sedan,Chery,China
4989,204.9,264.9,2022,December,2022-12-01,0,SUV,Volkswagen,Germany
4943,71.9,92.9,2022,December,2022-12-01,0,SUV,Great Wall,China
4923,147.9,182.9,2022,December,2022-12-01,0,SUV,Exeed,China
4845,53.9,129.8,2022,December,2022-12-01,0,SUV,Kaiyi,China
4794,179,279,2022,December,2022-12-01,1,SUV,smart,Germany
4789,92.9,126.9,2022,December,2022-12-01,0,SUV,Chery,China
4780,203.1,251.3,2022,December,2022-12-01,0,Hatchback,Audi,Germany
4747,139.8,153.8,2022,December,2022-12-01,1,MPV,SAIC Group,China
4698,127.8,176.8,2022,December,2022-12-01,0,SUV,Honda,Japan
4626,279.8,331.8,2022,December,2022-12-01,0,MPV,Honda,Japan
4619,98.3,148,2022,December,2022-12-01,0,Sedan,GAC Group,China
4595,186.8,269.8,2022,December,2022-12-01,0,SUV,GAC Group,China
4592,35.9,57.5,2022,December,2022-12-01,1,Hatchback,Chery,China
4477,78.8,145.8,2022,December,2022-12-01,0,Hatchback,JAC Group,China
4427,199.7,227.8,2022,December,2022-12-01,1,SUV,Lynk & Co,China
4381,126.9,146.9,2022,December,2022-12-01,0,SUV,Dongfeng,China
4357,79.8,103.8,2022,December,2022-12-01,0,NA,Geometry,China
4355,159.8,159.8,2022,December,2022-12-01,1,Sedan,Guojin,China
4341,85.8,149.8,2022,December,2022-12-01,0,MPV,Wuling Motors,China
